,Crime_Type,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Public_Complaints,Location,Ride_Duration_Minutes,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Road_Accidents_Reported,Nearby_CCTV_Cameras,Time_of_Day,Num_Police_Stations_Nearby
1564,Theft,8.0,22,0,1,6,Bandra,65,,1.2,3.6,Cancelled,34.31250769408308,1.552846059891546,35,41,Sunny,3,5,Afternoon,2
1565,Fraud,5.0,7,1,1,7,Juhu,49,740.4186939803535,1.2,3.6,Cancelled,,6.817013711695332,89,42,Foggy,3,2,Morning,4
1566,Theft,9.0,2,1,1,0,Dadar,7,1183.2146356170613,2.0,2.1,Completed,15.64710736853018,6.393873900243527,70,23,Cloudy,3,9,Morning,0
1567,Assault,4.0,37,1,1,3,Colaba,40,58.0952189017761,2.0,4.8,Completed,23.645140144016167,2.7891073006387344,93,10,Cloudy,4,5,Afternoon,4
1568,Fraud,8.0,14,1,1,5,Connaught Place,99,1309.4131373350554,2.0,1.9,Completed,37.55007823955458,8.815597816325345,78,9,Foggy,0,5,Morning,0
1569,Theft,3.0,8,1,1,3,Saket,83,912.720452452268,1.5,2.5,Completed,18.187114236565755,8.162519948165802,35,15,Sunny,3,6,Night,3
1570,Harassment,5.0,29,1,1,2,Saket,114,398.3340774657131,1.0,2.1,Completed,34.93282728968242,7.520563635922515,21,11,Cloudy,4,5,Night,4
1571,Burglary,8.0,44,1,1,2,Dadar,68,553.8504289314756,1.0,4.7,Cancelled,18.65706026943338,4.865793412299681,91,14,Cloudy,0,5,Afternoon,4
1572,Burglary,10.0,7,1,1,3,Dadar,32,340.9658260502859,1.5,4.3,Completed,26.223703235706218,2.6554767503152883,58,22,Rainy,0,5,Evening,0
1573,Harassment,7.0,38,1,0,6,Connaught Place,111,665.3883488765306,1.0,4.2,Completed,12.990120150881584,7.930708488301242,88,44,Foggy,2,8,Morning,0
1574,Assault,1.0,45,1,1,0,Bandra,99,528.5087453567587,2.0,1.0,Cancelled,25.92494605582633,2.538214234739128,27,37,Foggy,3,6,Morning,2
1575,Fraud,4.0,22,1,1,0,Saket,49,825.0296067254164,1.0,3.7,Cancelled,31.44458905081647,5.125886602654466,22,19,Foggy,2,7,Night,0
1576,Burglary,2.0,44,1,1,5,Colaba,88,12314.37440744745,1.2,1.9,Completed,29.71613145635688,4.097612081057624,96,15,Foggy,4,1,Night,1
1577,Harassment,2.0,17,1,1,4,Juhu,118,1474.2991345123974,1.5,4.9,Completed,24.22632800387076,2.418994014331453,71,22,Cloudy,4,2,Night,4
1578,Harassment,7.0,16,0,1,3,Karol Bagh,113,414.61357905439945,1.5,3.1,Completed,22.93933465080536,6.339008234810967,46,33,Rainy,4,1,Afternoon,1
1579,Assault,3.0,33,1,1,3,Connaught Place,25,204.4369809045922,1.0,3.3,Cancelled,19.63895651165581,9.829666352397762,70,7,Sunny,1,4,Evening,3
1580,Assault,3.0,39,0,1,2,Juhu,31,623.7175123587919,1.5,2.4,Cancelled,36.84864229975925,5.024615370452208,95,34,Sunny,0,7,Evening,3
1581,Theft,6.0,35,0,1,6,Dwarka,87,258.15370041901895,1.0,3.1,Completed,37.39233341922863,5.2455544854032174,80,17,Sunny,1,4,Night,1
1582,Burglary,6.0,38,1,1,3,Connaught Place,104,1259.6482930223135,1.0,4.0,Completed,26.90596424768228,4.040998533250178,70,30,Rainy,3,1,Afternoon,3
1583,Theft,1.0,32,1,1,1,Colaba,80,776.6310753277276,1.2,3.2,Completed,23.38966177130852,2.668676065846398,59,23,Rainy,2,1,Evening,4
1584,Harassment,1.0,53,1,0,5,Andheri,39,948.9454544925384,1.2,3.6,Completed,32.3098040305948,3.184455572640219,25,15,Cloudy,1,9,Afternoon,4
1585,Fraud,6.0,3,1,1,2,Bandra,52,268.38820370077093,1.0,2.9,Completed,,8.82030445650181,68,9,Cloudy,4,1,Evening,2
1586,Fraud,7.0,54,1,1,3,Dwarka,101,1136.9327829630215,1.5,3.9,Cancelled,33.35394132433806,9.507148905497354,34,29,Cloudy,2,3,Night,2
1587,Assault,9.0,3,0,1,0,Andheri,104,1461.6936273056926,1.5,4.6,Completed,20.710543627373557,8.349223972875208,65,33,Cloudy,4,9,Night,0
1588,Fraud,4.0,8,1,1,6,Dadar,109,749.4586146637828,1.2,1.2,Completed,37.592234575048366,0.7512336364666923,66,26,Foggy,0,4,Evening,0
1589,Fraud,10.0,46,0,0,9,Juhu,27,1445.563091946433,1.0,1.4,Completed,21.085998379823156,6.274084782012758,91,49,Rainy,4,5,Evening,3
1590,Fraud,6.0,31,1,1,4,Dadar,68,100.33833606997196,1.0,3.7,Completed,24.655314515613107,5.718088317447538,71,29,Sunny,4,6,Evening,2
1591,Harassment,3.0,55,0,1,9,Dadar,17,101.79793503081538,1.2,2.5,Completed,14.634795487177325,7.860262813355388,51,36,Sunny,0,7,Afternoon,0
1592,Fraud,4.0,9,0,1,9,Connaught Place,34,1442.0187206011176,1.0,2.1,Completed,39.93792628025217,7.915318085185558,50,39,Rainy,3,4,Afternoon,2
1593,Fraud,9.0,5,0,1,3,Dadar,78,1065.3851162749904,1.2,1.7,Completed,32.549581122984534,4.6620593130459405,57,21,Foggy,3,2,Night,3
1594,Fraud,1.0,28,1,1,1,Juhu,109,323.6001041848069,1.0,3.3,Completed,18.235047057664467,3.2315459799332755,74,30,Sunny,1,4,Afternoon,3
1595,Theft,5.0,15,1,1,5,Connaught Place,24,,1.5,2.4,Completed,39.8101318830809,1.4243813659389608,22,7,Rainy,0,0,Afternoon,3
1596,Harassment,7.0,49,1,1,4,Colaba,10,786.2419484958505,1.2,3.0,Completed,34.66775527937042,6.30756020413416,67,40,Cloudy,3,6,Morning,2
1597,Assault,3.0,27,1,1,7,Juhu,99,1068.8247165746795,1.0,4.8,Completed,25.47630894257873,3.099269593655142,32,37,Sunny,0,7,Afternoon,0
1598,Theft,2.0,42,1,1,9,Saket,23,1270.9385122540828,1.0,4.0,Completed,44.644499095191534,9.664070375167254,77,35,Cloudy,2,5,Afternoon,3
1599,Burglary,2.0,31,1,1,1,Juhu,71,169.8517868341323,1.2,4.2,Completed,21.802341252136237,0.9441065104736924,61,11,Foggy,3,5,Morning,0
1600,Harassment,1.0,59,1,1,6,Dwarka,78,1002.032479058925,2.0,1.5,Completed,13.484234835779134,9.660757561222184,60,24,Sunny,4,8,Afternoon,2
1601,Harassment,5.0,40,1,1,0,Andheri,14,741.2315497750172,2.0,2.3,Completed,35.67106669337916,5.209632183491656,34,47,Sunny,1,6,Night,1
1602,Burglary,3.0,18,1,1,1,Dwarka,60,916.5522993923904,1.0,1.4,Completed,36.4967163922027,6.2625968215546095,45,23,Rainy,3,7,Afternoon,0
1603,Burglary,7.0,38,1,1,0,Lajpat Nagar,25,787.3708295863883,1.0,4.9,Completed,12.063778711244144,6.043587876717962,31,49,Sunny,3,5,Evening,1
1604,Burglary,1.0,49,0,1,9,Colaba,60,703.50492323871,1.0,3.7,Completed,38.67966927013606,7.650720616310574,38,44,Sunny,2,4,Evening,1
1605,Assault,9.0,54,0,1,4,Saket,61,347.9935544605885,2.0,1.1,Completed,37.15795298557226,1.3635841057828677,92,9,Rainy,0,6,Night,3
1606,Fraud,2.0,4,0,0,9,Karol Bagh,6,734.8870729205197,1.2,2.9,Completed,42.53587301389547,8.934594903189236,64,36,Sunny,4,3,Afternoon,0
1607,Harassment,8.0,21,1,1,0,Bandra,113,324.9999501605659,2.0,2.1,Completed,14.149219289351096,8.014939874293187,55,21,Rainy,4,9,Night,0
1608,Fraud,10.0,47,1,1,0,Andheri,43,114.68665619018836,1.5,3.2,Completed,31.028334539831523,8.57657307663073,51,48,Foggy,2,4,Morning,3
1609,Fraud,4.0,42,1,1,6,Saket,65,592.0455118746321,2.0,1.7,Completed,,5.111107701043627,86,12,Cloudy,0,5,Morning,2
1610,Burglary,6.0,23,1,1,7,Dadar,49,86.18582118678091,2.0,1.2,Completed,23.98046835678617,7.129137434818486,24,39,Foggy,1,8,Afternoon,0
1611,Assault,9.0,45,1,1,2,Lajpat Nagar,98,865.6901963818995,1.0,2.3,Completed,19.278179018585096,4.844010259634753,79,10,Foggy,0,1,Night,1
1612,Theft,7.0,22,1,1,0,Saket,114,154.96905734325708,1.2,2.2,Completed,25.725419570141725,1.7383877877860154,61,48,Foggy,4,6,Night,4
1613,Assault,8.0,1,0,1,7,Juhu,32,684.4527813159754,1.2,3.9,Completed,13.950671494733047,3.3690553788411277,70,8,Foggy,1,4,Afternoon,4
1614,Fraud,7.0,25,1,1,6,Dadar,22,1471.2071141940798,2.0,2.9,Completed,20.623042775075078,3.144899975588412,98,38,Rainy,4,9,Morning,1
1615,Assault,2.0,54,1,0,8,Karol Bagh,18,64.32820489746008,1.0,2.2,Completed,12.482155503795202,2.077336677777385,37,5,Rainy,3,1,Evening,1
1616,Burglary,9.0,54,1,1,4,Juhu,59,581.9391231016325,1.2,3.3,Completed,27.214119581790648,2.7925019721603914,90,32,Sunny,4,1,Morning,0
1617,Theft,1.0,41,1,1,4,Colaba,63,1026.2311411433056,1.0,1.3,Completed,20.383912337685928,5.235882725443314,41,31,Sunny,2,1,Evening,2
1618,Burglary,2.0,28,1,1,7,Dwarka,113,280.4295116988636,2.0,3.6,Cancelled,30.660799313516677,4.511020615860443,54,25,Foggy,3,7,Afternoon,2
1619,Theft,3.0,58,0,1,7,Connaught Place,23,863.0637802766717,1.2,1.6,Completed,25.975616349705888,3.627059683921293,41,29,Foggy,0,2,Night,0
1620,Fraud,3.0,37,1,1,1,Karol Bagh,108,424.37601999265286,1.5,2.1,Cancelled,18.53485813486879,9.113854428913516,46,28,Sunny,3,5,Morning,3
1621,Theft,10.0,11,1,1,3,Lajpat Nagar,104,373.01460279712734,2.0,2.1,Completed,13.602907650857569,7.897736250326754,21,32,Foggy,0,6,Evening,4
1622,Theft,4.0,22,1,0,3,Saket,45,,2.0,2.9,Completed,36.366084094246304,0.5239354432617978,80,6,Rainy,0,5,Afternoon,1
1623,Theft,5.0,54,0,1,1,Karol Bagh,16,,1.5,4.8,Completed,32.15963939300208,5.918436605438137,94,11,Rainy,2,6,Evening,2
1624,Assault,6.0,55,1,1,7,Colaba,24,595.9999806096887,2.0,2.3,Cancelled,11.152549871184606,7.1488055642647375,45,15,Foggy,1,3,Night,3
1625,Assault,1.0,25,1,0,9,Dwarka,38,295.91638206810785,1.5,2.1,Completed,44.62779459897151,1.007358556502099,26,34,Rainy,4,7,Morning,4
1626,Fraud,8.0,53,1,1,1,Juhu,40,461.6372226428904,1.5,1.7,Cancelled,32.48715961091672,1.5829965076196315,93,48,Sunny,3,4,Afternoon,1
1627,Theft,6.0,21,1,1,2,Juhu,25,475.0046861774461,2.0,2.6,Completed,,3.146338793916517,84,23,Rainy,2,0,Afternoon,0
1628,Harassment,10.0,36,1,1,8,Dwarka,60,5238.208844477465,1.5,1.7,Completed,39.41739055758914,6.33142863021512,93,10,Foggy,2,3,Afternoon,3
1629,Fraud,9.0,58,1,1,9,Andheri,87,979.5470583987516,1.5,1.6,Completed,40.873525263232615,9.269672284317949,55,45,Rainy,3,0,Evening,1
1630,Theft,5.0,20,0,1,3,Lajpat Nagar,45,1126.7594775117252,2.0,4.4,Cancelled,30.0789888876963,5.115601394171622,40,20,Foggy,1,5,Night,0
1631,Theft,7.0,16,1,1,3,Colaba,45,790.4710933202955,2.0,1.2,Completed,40.99502692566679,9.831866452364984,36,23,Foggy,4,5,Evening,1
1632,Assault,4.0,28,1,1,2,Karol Bagh,47,935.190172335282,1.5,3.8,Cancelled,,9.39903229647946,61,30,Rainy,2,2,Night,0
1633,Fraud,6.0,56,1,1,6,Dwarka,110,1229.2396831258156,1.0,1.8,Completed,43.08083489085808,6.5549199292320175,63,19,Foggy,0,9,Afternoon,0
1634,Theft,6.0,29,1,0,8,Lajpat Nagar,103,1499.3629589436075,2.0,1.0,Completed,12.002126493042743,4.850849120554812,62,38,Cloudy,1,5,Evening,4
1635,Theft,4.0,50,0,1,2,Saket,76,711.9336801983983,2.0,4.2,Completed,32.48365223861532,6.9750286375270685,86,18,Rainy,4,6,Night,3
1636,Fraud,6.0,26,0,1,9,Bandra,90,1407.8300186093363,1.0,3.8,Completed,22.106312292893,8.016415755733089,69,9,Cloudy,3,3,Evening,2
1637,Harassment,8.0,40,0,1,7,Dadar,111,761.0366348913345,2.0,2.3,Completed,11.375932300615784,9.459174776564124,41,42,Sunny,2,6,Afternoon,4
1638,Fraud,5.0,2,1,1,7,Colaba,42,1183.8996411126957,1.0,1.3,Completed,42.525090742731294,7.658410189243307,69,24,Foggy,4,9,Night,2
1639,Fraud,2.0,49,1,0,7,Andheri,22,881.1734154650449,1.2,2.4,Completed,14.73751807393926,4.219777262022249,55,42,Cloudy,2,9,Night,4
1640,Harassment,9.0,10,1,1,0,Juhu,12,1331.8568765938903,2.0,1.7,Completed,39.88104655983926,5.186377357506631,88,16,Foggy,4,0,Night,0
1641,Fraud,4.0,13,1,1,4,Dwarka,70,700.619642344301,2.0,4.7,Completed,21.562075315558936,0.9466296378704138,22,41,Foggy,0,8,Morning,4
1642,Theft,4.0,15,1,1,9,Connaught Place,24,1058.9317518808973,1.2,3.1,Completed,35.94074009580398,0.7730759068341405,84,11,Sunny,4,9,Morning,0
1643,Fraud,7.0,9,1,1,9,Saket,73,726.1570678663726,2.0,4.9,Completed,18.89772764328485,3.174396896283745,73,38,Rainy,0,2,Night,3
1644,Harassment,,27,1,1,2,Lajpat Nagar,61,1292.6897319382033,1.5,2.4,Completed,30.42018782046797,8.15793964627094,71,36,Rainy,3,5,Evening,1
1645,Burglary,10.0,8,0,1,8,Saket,110,,1.5,3.2,Cancelled,37.98438325007287,3.5328175210134334,41,13,Sunny,1,8,Morning,0
1646,Fraud,6.0,6,1,0,6,Andheri,98,402.8067382925722,1.2,1.8,Completed,29.81629406155461,1.6106984063709382,52,41,Foggy,4,1,Afternoon,2
1647,Assault,4.0,36,0,1,3,Dwarka,22,737.7914966505202,1.5,4.2,Completed,20.729339727503785,3.8832231857045336,40,13,Sunny,2,2,Night,0
1648,Theft,6.0,50,1,1,0,Saket,112,167.82218565256127,1.2,1.2,Cancelled,18.170250686893148,3.402960848890018,20,23,Rainy,3,6,Night,0
1649,Theft,3.0,24,1,1,5,Dadar,64,254.44339439999416,1.5,3.8,Completed,16.118195887361413,9.898511228584978,23,43,Foggy,4,9,Afternoon,2
1650,Assault,7.0,3,1,0,0,Juhu,91,1397.267764256079,2.0,2.6,Cancelled,39.35843827151365,9.727880687437205,60,16,Rainy,3,6,Evening,0
1651,Assault,6.0,26,1,1,3,Lajpat Nagar,6,838.2399759118648,1.5,3.3,Cancelled,31.382991879700725,7.500806697731699,25,12,Sunny,3,6,Evening,0
1652,Fraud,3.0,36,1,1,3,Connaught Place,46,622.9182249777897,2.0,3.4,Cancelled,27.803727366510795,8.374842506365054,47,16,Cloudy,3,8,Afternoon,2
1653,Assault,1.0,21,1,1,7,Dadar,68,1023.6496674959524,1.5,3.8,Completed,18.73532393400576,2.9116477485182197,95,41,Cloudy,3,4,Evening,1
1654,Burglary,10.0,13,0,0,8,Dwarka,48,,1.2,1.8,Completed,25.18136369892348,5.607907589680315,31,20,Sunny,2,9,Night,3
1655,Harassment,5.0,52,1,1,6,Dwarka,55,468.64069830247735,1.5,3.1,Completed,31.70219829241297,9.98570171296159,67,45,Foggy,0,6,Night,0
1656,Assault,10.0,11,0,1,2,Saket,105,378.5910340772885,2.0,2.7,Completed,12.51585787292164,3.570534925393412,77,7,Cloudy,0,6,Night,0
1657,Assault,2.0,8,1,0,0,Dadar,110,905.8476375132024,1.2,2.1,Completed,22.62502278029801,9.868814418184398,64,12,Cloudy,2,9,Afternoon,1
1658,Burglary,7.0,57,1,1,8,Connaught Place,100,322.98499125653694,1.5,3.0,Completed,18.382627811173524,2.288449623245472,52,15,Sunny,3,8,Night,1
1659,Theft,7.0,46,0,1,9,Dwarka,69,251.7995461196697,1.0,4.8,Completed,32.62802171917622,6.391340313897295,40,22,Sunny,2,6,Afternoon,3
1660,Theft,4.0,46,0,0,1,Bandra,107,511.6619655772385,1.0,4.8,Completed,31.219415278669768,7.928428874908468,77,14,Cloudy,3,3,Evening,0
1661,Fraud,6.0,48,1,0,6,Juhu,69,1298.9445415580292,1.2,2.1,Completed,20.479542312580985,6.135196761001732,69,37,Cloudy,3,5,Night,3
1662,Burglary,1.0,14,1,1,6,Juhu,58,103.38818933810182,1.0,4.5,Completed,11.45707527374028,3.4346023778678405,20,19,Foggy,1,5,Morning,1
1663,Harassment,2.0,33,1,1,7,Saket,117,1258.236067752899,1.0,4.5,Completed,16.398446278237383,8.232851093724815,51,27,Sunny,0,1,Morning,1
1664,Harassment,6.0,2,1,1,1,Colaba,112,950.412062533442,1.5,2.0,Completed,15.602172645821836,2.41658228986748,86,46,Foggy,2,3,Morning,0
1665,Burglary,2.0,52,1,1,1,Saket,99,108.54049845762952,1.5,3.4,Completed,29.8938017236832,4.587720236714459,20,16,Sunny,4,7,Afternoon,2
1666,Harassment,4.0,1,0,0,2,Colaba,43,922.9564287630228,2.0,4.5,Completed,15.925200972402948,3.157529059548594,43,32,Sunny,3,0,Morning,4
1667,Theft,4.0,11,1,1,4,Dwarka,12,667.7281368909605,1.5,3.1,Cancelled,26.88170239955144,5.206212882357351,38,7,Sunny,4,7,Afternoon,1
1668,Harassment,10.0,6,1,0,9,Colaba,71,1269.6350317527476,1.2,2.5,Completed,31.50850930631136,4.180431779396159,37,5,Sunny,1,6,Morning,0
1669,Harassment,9.0,32,0,1,5,Dwarka,115,1365.4381304614162,2.0,3.6,Completed,40.78479540498997,2.201430477335528,63,39,Rainy,0,6,Night,2
1670,Burglary,10.0,15,1,1,2,Dwarka,80,465.415083736544,2.0,1.7,Completed,18.575964704068653,7.5479339012661395,25,5,Foggy,3,5,Evening,3
1671,Burglary,7.0,12,1,1,2,Colaba,117,1187.0465131313738,1.5,1.6,Completed,16.50695276872421,2.1778997384576244,31,40,Sunny,4,4,Night,3
1672,Harassment,7.0,37,1,0,5,Dadar,102,499.2141025153623,2.0,4.3,Completed,16.063884159657107,5.68362957558052,53,34,Foggy,1,5,Afternoon,3
1673,Assault,1.0,29,1,0,0,Lajpat Nagar,53,478.6714131413195,2.0,1.2,Completed,,8.14349285155637,55,34,Cloudy,0,0,Night,2
1674,Burglary,5.0,55,1,1,1,Bandra,93,329.32559402200025,1.5,4.2,Completed,32.72134267614893,5.091055650334671,83,14,Foggy,4,0,Evening,4
1675,Fraud,3.0,44,0,1,2,Dwarka,40,1033.8090910095057,1.2,2.2,Completed,33.515184725190586,8.925163391589676,85,45,Rainy,2,2,Night,2
1676,Fraud,3.0,22,1,1,6,Andheri,11,429.4439445888155,1.5,2.9,Completed,17.383666522981848,4.573690112321415,39,18,Sunny,3,4,Afternoon,2
1677,Theft,6.0,46,0,0,0,Juhu,19,724.0445959332346,1.0,3.2,Completed,14.59317081512933,9.721738596327272,75,28,Sunny,1,8,Evening,1
1678,Harassment,4.0,14,1,1,6,Dwarka,89,1227.585726839789,2.0,4.1,Completed,25.703727680499945,0.7365793291065726,66,24,Rainy,4,4,Morning,0
1679,Assault,8.0,19,0,1,2,Colaba,29,1198.2736204757189,1.5,4.5,Completed,14.941694868470236,8.015181855510733,58,24,Sunny,2,2,Evening,2
1680,Theft,4.0,5,1,1,5,Bandra,116,1290.3917834783151,1.2,4.2,Completed,38.45222607324095,7.22466262933317,74,37,Rainy,4,4,Afternoon,3
1681,Harassment,8.0,35,0,1,1,Saket,61,283.54354429112686,1.2,3.3,Cancelled,12.935850661983777,6.305179161576133,76,16,Cloudy,1,1,Morning,1
1682,Burglary,4.0,25,0,0,1,Saket,42,900.9945053093963,2.0,2.4,Completed,36.32326627629159,3.313009490836207,70,9,Cloudy,3,5,Morning,3
1683,Fraud,3.0,50,1,1,7,Andheri,41,1376.5177750219116,1.0,3.1,Completed,11.492677043122908,6.30178639873114,83,27,Sunny,0,9,Evening,0
1684,Assault,5.0,38,0,1,1,Lajpat Nagar,20,110.97262513796603,1.5,1.1,Completed,38.24444405982481,6.148423251639204,22,20,Rainy,0,6,Night,1
1685,Fraud,5.0,9,0,0,0,Dadar,5,1202.063820847639,1.0,2.0,Completed,,1.9193238567535365,60,45,Rainy,0,0,Evening,0
1686,Burglary,10.0,58,1,1,3,Juhu,51,407.043960571318,1.5,2.5,Completed,21.283058705040016,8.858527521251746,95,31,Cloudy,1,6,Afternoon,2
1687,Harassment,,7,0,1,3,Lajpat Nagar,56,1020.9977131139126,1.2,2.3,Completed,24.193147316761493,5.578846077204775,69,13,Foggy,0,7,Evening,1
1688,Burglary,1.0,53,0,1,5,Karol Bagh,41,1090.2373138421924,1.2,1.4,Completed,33.576603419505915,1.3460259456172925,22,18,Rainy,3,1,Night,0
1689,Burglary,8.0,18,0,1,5,Saket,49,1392.0984795213235,2.0,1.2,Completed,16.49698504004598,4.219894984071581,47,33,Sunny,1,2,Afternoon,3
1690,Fraud,8.0,2,0,1,9,Dwarka,18,787.7591625132993,1.0,2.7,Completed,41.16122341813029,2.556913982899439,92,18,Sunny,4,2,Afternoon,2
1691,Assault,8.0,52,1,1,9,Dwarka,61,1279.9351067312873,1.2,1.3,Completed,26.901049696716317,2.102000525978056,25,35,Sunny,4,0,Afternoon,1
1692,Burglary,10.0,10,1,1,7,Dwarka,38,115.71111826945106,2.0,2.1,Completed,36.6048823038133,9.49049395014206,24,11,Rainy,1,8,Afternoon,2
1693,Fraud,4.0,44,1,1,0,Bandra,70,659.7870313731114,1.2,2.9,Completed,27.734360902105248,6.910896545084139,92,45,Cloudy,3,7,Morning,1
1694,Assault,9.0,2,0,1,4,Dadar,35,687.30244656994,1.5,1.8,Completed,25.82977299627388,3.365057066528961,74,48,Sunny,1,2,Night,1
1695,Harassment,,45,1,0,7,Lajpat Nagar,87,830.5037899732623,1.0,1.3,Completed,26.436544682516256,6.944340082987226,45,13,Rainy,1,4,Morning,4
1696,Harassment,3.0,8,1,1,7,Juhu,87,747.943688413397,1.0,2.7,Completed,22.70936487707054,8.128883665563784,76,18,Rainy,4,3,Morning,1
1697,Theft,,58,1,1,5,Juhu,48,1453.5442052802846,1.5,2.8,Cancelled,35.64639684846957,3.510851595274368,73,23,Rainy,1,8,Afternoon,0
1698,Fraud,6.0,55,1,1,5,Bandra,27,163.88237772971252,1.5,4.7,Completed,39.6153355309548,9.85572917575588,81,38,Sunny,3,4,Morning,0
1699,Assault,9.0,7,0,1,3,Colaba,98,434.274159797233,1.0,1.5,Completed,39.90388325071883,8.873794690775732,84,14,Rainy,0,1,Night,0
1700,Burglary,4.0,35,0,0,0,Lajpat Nagar,85,1454.511733101839,2.0,3.5,Completed,14.2400999876927,8.072744539182604,87,20,Cloudy,3,1,Morning,2
1701,Harassment,4.0,23,1,1,5,Colaba,70,695.688692003092,2.0,2.3,Completed,36.647876687272,7.294858523595523,96,41,Sunny,3,0,Evening,4
1702,Assault,6.0,8,0,1,8,Bandra,15,878.1783055992084,1.2,1.5,Completed,16.998411689684723,0.8680248965530797,72,27,Sunny,4,4,Afternoon,0
1703,Fraud,8.0,21,1,1,7,Dwarka,53,167.48703924726345,2.0,2.6,Completed,10.426242075860046,0.7128355498333474,40,41,Cloudy,0,4,Evening,3
1704,Theft,3.0,33,1,1,0,Karol Bagh,82,461.8737759454853,1.0,2.7,Completed,19.641066234773632,2.06575916613061,23,35,Foggy,2,2,Evening,2
1705,Harassment,8.0,47,1,0,6,Dwarka,109,107.494963059198,2.0,2.5,Cancelled,20.250400938118524,9.210810497717947,46,6,Cloudy,1,4,Afternoon,4
1706,Assault,8.0,1,1,1,8,Saket,62,249.38202160729284,1.5,4.1,Completed,38.34261689291998,2.5646528868655043,90,26,Cloudy,0,7,Afternoon,2
1707,Assault,7.0,12,1,1,6,Bandra,33,968.306485792896,1.0,4.4,Completed,35.98387103349694,7.160785463369568,64,46,Rainy,4,2,Night,4
1708,Assault,7.0,11,1,0,0,Lajpat Nagar,87,1157.252572587233,1.2,1.6,Completed,12.963959960084686,9.809063998677832,48,8,Sunny,1,3,Morning,2
1709,Fraud,5.0,48,0,1,9,Andheri,96,1311.6230715046536,1.0,1.7,Completed,21.408645772570186,9.404114198791412,76,37,Sunny,4,2,Night,2
1710,Fraud,2.0,30,1,1,2,Bandra,55,414.6233517920267,1.0,2.7,Completed,18.79549463380579,4.302812555215477,40,26,Rainy,1,5,Morning,0
1711,Fraud,,4,1,1,1,Connaught Place,5,532.6525703244353,2.0,2.3,Completed,30.84093157251117,6.9704972623561,46,35,Rainy,4,6,Night,0
1712,Burglary,10.0,34,1,0,7,Karol Bagh,9,,2.0,4.3,Completed,28.952919063798884,7.713330271222442,97,16,Foggy,4,6,Morning,0
1713,Assault,8.0,23,1,0,7,Saket,119,171.34450202852065,2.0,5.0,Completed,33.76194819520225,5.720453143022365,59,37,Sunny,4,1,Night,3
1714,Harassment,6.0,32,0,1,9,Karol Bagh,38,,1.2,1.7,Completed,41.87554411947466,5.468782550668167,50,24,Cloudy,1,6,Evening,1
1715,Fraud,8.0,3,0,1,6,Saket,82,750.7734851277875,1.2,4.1,Completed,24.73757451544346,2.623264532002102,27,45,Cloudy,2,0,Night,1
1716,Fraud,3.0,28,1,0,1,Connaught Place,23,1449.985951407226,1.2,3.4,Completed,32.9573403814817,6.921099777041356,86,13,Foggy,0,9,Night,4
1717,Assault,1.0,4,1,0,2,Dadar,92,220.1082130872794,1.2,3.6,Completed,42.14233721086502,3.291138513105261,54,27,Rainy,1,9,Morning,3
1718,Fraud,6.0,57,0,1,8,Dadar,44,243.27105236575167,1.5,2.1,Completed,28.958820455069347,3.4317531040331835,94,37,Cloudy,2,1,Afternoon,4
1719,Burglary,2.0,50,1,1,0,Colaba,85,555.4370619697536,1.0,1.4,Cancelled,20.7898343017586,3.024209730701048,88,23,Cloudy,0,1,Night,4
1720,Burglary,9.0,12,1,1,2,Juhu,70,349.8051890990984,2.0,3.2,Cancelled,24.10150540431348,1.1253472014525183,49,37,Cloudy,1,7,Evening,3
1721,Fraud,5.0,24,1,1,4,Dwarka,99,1060.0557157516732,1.0,3.5,Cancelled,36.41147798302734,8.51470287016093,56,9,Cloudy,0,2,Evening,3
1722,Assault,5.0,33,0,1,8,Connaught Place,85,1422.875163512659,1.0,4.9,Completed,35.20039053371004,8.69910743465011,35,25,Rainy,2,4,Afternoon,3
1723,Assault,,3,1,0,1,Bandra,68,180.36153943491965,1.0,3.7,Completed,36.194539059029296,7.375671656725495,33,36,Sunny,4,3,Night,1
1724,Assault,8.0,4,1,1,8,Juhu,76,401.2426830130832,2.0,2.8,Completed,36.01539115970699,9.313539895577202,90,45,Foggy,3,4,Night,4
1725,Theft,6.0,30,1,1,1,Andheri,114,394.9523146473352,1.0,5.0,Completed,42.21606145414866,6.497665894758771,21,23,Foggy,0,6,Evening,1
1726,Fraud,3.0,6,1,1,3,Lajpat Nagar,21,788.1559427452079,1.5,2.5,Completed,,6.5764853602097,65,26,Foggy,1,8,Afternoon,3
1727,Assault,9.0,49,1,0,5,Dwarka,42,705.4368914782596,2.0,1.7,Completed,39.94029801430694,8.932948306551033,24,22,Foggy,3,1,Evening,3
1728,Burglary,10.0,30,1,1,3,Lajpat Nagar,94,1103.9559990274415,1.5,3.5,Completed,30.07990777156081,2.4811523092551924,64,40,Rainy,0,7,Afternoon,2
1729,Harassment,4.0,8,1,1,7,Colaba,47,1112.3152701953677,2.0,2.1,Completed,32.54599853596216,4.636940233468744,64,29,Rainy,0,9,Afternoon,2
